Year,Entity,Code,Average annual working hours per worker
2010,Vietnam,VNM,2300.02
2011,Vietnam,VNM,2331.2832
2012,Vietnam,VNM,2310.541
2013,Vietnam,VNM,2267.4883
2014,Vietnam,VNM,2150.6357
2015,Vietnam,VNM,2169.5916
2016,Vietnam,VNM,2169.5916
2017,Vietnam,VNM,2169.5916
2018,Vietnam,VNM,2169.5916
2019,Vietnam,VNM,2169.5916
2020,Vietnam,VNM,2169.5916
2021,Vietnam,VNM,2169.5916
2022,Vietnam,VNM,2169.5916
